test/water/frame_00002.jpg: true 1, predicted 0
test/no_water/frame_00069.jpg: true 0, predicted 0
test/no_water/frame_00070.jpg: true 0, predicted 0
test/no_water/frame_00071.jpg: true 0, predicted 0
test/no_water/frame_00072.jpg: true 0, predicted 0
test/no_water/frame_00073.jpg: true 0, predicted 0
test/no_water/frame_00074.jpg: true 0, predicted 0
test/no_water/frame_00075.jpg: true 0, predicted 0
test/no_water/frame_00076.jpg: true 0, predicted 0
test/no_water/frame_00077.jpg: true 0, predicted 0
test/no_water/frame_00078.jpg: true 0, predicted 0
test/no_water/frame_00079.jpg: true 0, predicted 0
test/no_water/frame_00080.jpg: true 0, predicted 0
test/no_water/frame_00081.jpg: true 0, predicted 0
test/no_water/frame_00082.jpg: true 0, predicted 0
test/no_water/frame_00083.jpg: true 0, predicted 0
test/no_water/frame_00084.jpg: true 0, predicted 0
test/no_water/frame_00085.jpg: true 0, predicted 0
test/no_water/frame_00086.jpg: true 0, predicted 0
test/no_water/frame_00087.jpg: true 0, predicted 0
test/no_water/frame_00088.jpg: true 0, predicted 0
test/no_water/frame_00089.jpg: true 0, predicted 0
test/no_water/frame_00090.jpg: true 0, predicted 0
test/no_water/frame_00091.jpg: true 0, predicted 0
test/no_water/frame_00092.jpg: true 0, predicted 0
test/no_water/frame_00093.jpg: true 0, predicted 0
test/no_water/frame_00094.jpg: true 0, predicted 0
test/no_water/frame_00095.jpg: true 0, predicted 0
test/no_water/frame_00096.jpg: true 0, predicted 0
test/no_water/frame_00097.jpg: true 0, predicted 0
test/no_water/frame_00098.jpg: true 0, predicted 0
test/no_water/frame_00099.jpg: true 0, predicted 0
test/no_water/frame_00100.jpg: true 0, predicted 0
test/no_water/frame_00101.jpg: true 0, predicted 0
test/no_water/frame_00102.jpg: true 0, predicted 0
test/no_water/frame_00103.jpg: true 0, predicted 0
test/no_water/frame_00104.jpg: true 0, predicted 0
test/no_water/frame_00105.jpg: true 0, predicted 0
test/no_water/frame_00106.jpg: true 0, predicted 0
test/no_water/frame_00107.jpg: true 0, predicted 0
test/no_water/frame_00108.jpg: true 0, predicted 0
test/no_water/frame_00109.jpg: true 0, predicted 0
test/no_water/frame_00110.jpg: true 0, predicted 0
test/no_water/frame_00111.jpg: true 0, predicted 0
test/no_water/frame_00112.jpg: true 0, predicted 0
test/no_water/frame_00113.jpg: true 0, predicted 0
test/no_water/frame_00114.jpg: true 0, predicted 0
test/no_water/frame_00115.jpg: true 0, predicted 0
test/no_water/frame_00116.jpg: true 0, predicted 0
test/no_water/frame_00117.jpg: true 0, predicted 0
test/no_water/frame_00118.jpg: true 0, predicted 0
test/no_water/frame_00119.jpg: true 0, predicted 0
test/no_water/frame_00120.jpg: true 0, predicted 0
test/no_water/frame_00121.jpg: true 0, predicted 0
test/no_water/frame_00122.jpg: true 0, predicted 0
test/no_water/frame_00123.jpg: true 0, predicted 0
test/no_water/frame_00124.jpg: true 0, predicted 0
test/no_water/frame_00125.jpg: true 0, predicted 0
test/no_water/frame_00126.jpg: true 0, predicted 0
test/no_water/frame_00127.jpg: true 0, predicted 0
test/no_water/frame_00128.jpg: true 0, predicted 0
test/no_water/frame_00129.jpg: true 0, predicted 0
test/no_water/frame_00130.jpg: true 0, predicted 0
test/no_water/frame_00131.jpg: true 0, predicted 0
test/no_water/frame_00132.jpg: true 0, predicted 0
test/no_water/frame_00133.jpg: true 0, predicted 0
test/no_water/frame_00134.jpg: true 0, predicted 0
test/no_water/frame_00135.jpg: true 0, predicted 0
test/no_water/frame_00136.jpg: true 0, predicted 0
test/no_water/frame_00137.jpg: true 0, predicted 0
test/no_water/frame_00138.jpg: true 0, predicted 0
test/no_water/frame_00139.jpg: true 0, predicted 0
test/no_water/frame_00140.jpg: true 0, predicted 0
test/no_water/frame_00141.jpg: true 0, predicted 0
test/no_water/frame_00142.jpg: true 0, predicted 0
test/no_water/frame_00143.jpg: true 0, predicted 0
test/no_water/frame_00144.jpg: true 0, predicted 0
test/no_water/frame_00145.jpg: true 0, predicted 0
test/no_water/frame_00146.jpg: true 0, predicted 0
test/no_water/frame_00147.jpg: true 0, predicted 0
test/no_water/frame_00148.jpg: true 0, predicted 0
test/no_water/frame_00149.jpg: true 0, predicted 0
test/no_water/frame_00150.jpg: true 0, predicted 0
test/no_water/frame_00151.jpg: true 0, predicted 0
test/no_water/frame_00152.jpg: true 0, predicted 0
test/no_water/frame_00153.jpg: true 0, predicted 0
test/no_water/frame_00154.jpg: true 0, predicted 0
test/no_water/frame_00155.jpg: true 0, predicted 0
test/no_water/frame_00156.jpg: true 0, predicted 0
test/no_water/frame_00157.jpg: true 0, predicted 0
test/no_water/frame_00158.jpg: true 0, predicted 0
test/no_water/frame_00159.jpg: true 0, predicted 0
test/no_water/frame_00160.jpg: true 0, predicted 0
test/no_water/frame_00161.jpg: true 0, predicted 0
test/no_water/frame_00162.jpg: true 0, predicted 0
test/no_water/frame_00163.jpg: true 0, predicted 0
test/no_water/frame_00164.jpg: true 0, predicted 0
test/no_water/frame_00165.jpg: true 0, predicted 0
test/no_water/frame_00166.jpg: true 0, predicted 0
test/no_water/frame_00167.jpg: true 0, predicted 0
test/no_water/frame_00168.jpg: true 0, predicted 0
test/no_water/frame_00169.jpg: true 0, predicted 0
test/no_water/frame_00170.jpg: true 0, predicted 0
test/no_water/frame_00171.jpg: true 0, predicted 0
test/no_water/frame_00172.jpg: true 0, predicted 0
test/no_water/frame_00173.jpg: true 0, predicted 0
test/no_water/frame_00174.jpg: true 0, predicted 0
test/no_water/frame_00175.jpg: true 0, predicted 0
test/no_water/frame_00176.jpg: true 0, predicted 0
test/no_water/frame_00177.jpg: true 0, predicted 0
test/no_water/frame_00178.jpg: true 0, predicted 0
test/no_water/frame_00179.jpg: true 0, predicted 0
test/no_water/frame_00180.jpg: true 0, predicted 0
test/no_water/frame_00181.jpg: true 0, predicted 0
test/no_water/frame_00182.jpg: true 0, predicted 0
test/no_water/frame_00183.jpg: true 0, predicted 0
test/no_water/frame_00184.jpg: true 0, predicted 0
test/no_water/frame_00185.jpg: true 0, predicted 0
test/no_water/frame_00186.jpg: true 0, predicted 0
test/no_water/frame_00187.jpg: true 0, predicted 0
test/no_water/frame_00188.jpg: true 0, predicted 0
test/no_water/frame_00189.jpg: true 0, predicted 0
test/no_water/frame_00190.jpg: true 0, predicted 0
test/no_water/frame_00191.jpg: true 0, predicted 0
test/no_water/frame_00192.jpg: true 0, predicted 0
test/no_water/frame_00193.jpg: true 0, predicted 0
test/no_water/frame_00194.jpg: true 0, predicted 0
test/no_water/frame_00195.jpg: true 0, predicted 0
test/no_water/frame_00196.jpg: true 0, predicted 0
test/no_water/frame_00197.jpg: true 0, predicted 0
test/no_water/frame_00198.jpg: true 0, predicted 0
test/no_water/frame_00199.jpg: true 0, predicted 0
test/no_water/frame_00200.jpg: true 0, predicted 0
test/no_water/frame_00201.jpg: true 0, predicted 0
test/no_water/frame_00202.jpg: true 0, predicted 0
test/no_water/frame_00203.jpg: true 0, predicted 0
test/no_water/frame_00204.jpg: true 0, predicted 0
test/no_water/frame_00205.jpg: true 0, predicted 0
test/no_water/frame_00206.jpg: true 0, predicted 0
test/no_water/frame_00207.jpg: true 0, predicted 0
test/no_water/frame_00208.jpg: true 0, predicted 0
test/no_water/frame_00209.jpg: true 0, predicted 0
test/no_water/frame_00210.jpg: true 0, predicted 0
test/no_water/frame_00211.jpg: true 0, predicted 0
test/no_water/frame_00212.jpg: true 0, predicted 0
test/no_water/frame_00213.jpg: true 0, predicted 0
test/no_water/frame_00214.jpg: true 0, predicted 0
test/no_water/frame_00215.jpg: true 0, predicted 0
test/no_water/frame_00216.jpg: true 0, predicted 0
test/no_water/frame_00217.jpg: true 0, predicted 0
test/no_water/frame_00218.jpg: true 0, predicted 0
test/no_water/frame_00219.jpg: true 0, predicted 0
test/no_water/frame_00220.jpg: true 0, predicted 0
test/no_water/frame_00221.jpg: true 0, predicted 0
test/no_water/frame_00222.jpg: true 0, predicted 0
test/no_water/frame_00223.jpg: true 0, predicted 0
test/no_water/frame_00224.jpg: true 0, predicted 0
test/no_water/frame_00225.jpg: true 0, predicted 0
test/no_water/frame_00226.jpg: true 0, predicted 0
test/no_water/frame_00227.jpg: true 0, predicted 0
test/no_water/frame_00228.jpg: true 0, predicted 0
test/no_water/frame_00229.jpg: true 0, predicted 0
test/no_water/frame_00230.jpg: true 0, predicted 0
test/no_water/frame_00231.jpg: true 0, predicted 0
test/no_water/frame_00232.jpg: true 0, predicted 0
test/no_water/frame_00233.jpg: true 0, predicted 0
test/no_water/frame_00234.jpg: true 0, predicted 0
test/no_water/frame_00235.jpg: true 0, predicted 0
test/no_water/frame_00236.jpg: true 0, predicted 0
test/no_water/frame_00237.jpg: true 0, predicted 0
test/no_water/frame_00238.jpg: true 0, predicted 0
test/no_water/frame_00239.jpg: true 0, predicted 0
test/no_water/frame_00240.jpg: true 0, predicted 0
test/no_water/frame_00241.jpg: true 0, predicted 0
test/no_water/frame_00242.jpg: true 0, predicted 0
test/no_water/frame_00243.jpg: true 0, predicted 0
test/no_water/frame_00244.jpg: true 0, predicted 0
test/no_water/frame_00245.jpg: true 0, predicted 0
test/no_water/frame_00246.jpg: true 0, predicted 0
test/no_water/frame_00247.jpg: true 0, predicted 0
test/no_water/frame_00248.jpg: true 0, predicted 0
test/no_water/frame_00249.jpg: true 0, predicted 0
test/no_water/frame_00250.jpg: true 0, predicted 0
test/no_water/frame_00251.jpg: true 0, predicted 0
test/no_water/frame_00252.jpg: true 0, predicted 0
test/no_water/frame_00253.jpg: true 0, predicted 0
test/no_water/frame_00254.jpg: true 0, predicted 0
test/no_water/frame_00255.jpg: true 0, predicted 0
test/no_water/frame_00256.jpg: true 0, predicted 0
test/no_water/frame_00257.jpg: true 0, predicted 0
test/no_water/frame_00258.jpg: true 0, predicted 0
test/no_water/frame_00259.jpg: true 0, predicted 0
test/no_water/frame_00260.jpg: true 0, predicted 0
test/no_water/frame_00261.jpg: true 0, predicted 0
test/no_water/frame_00262.jpg: true 0, predicted 0
test/no_water/frame_00263.jpg: true 0, predicted 0
test/no_water/frame_00264.jpg: true 0, predicted 0
test/no_water/frame_00265.jpg: true 0, predicted 0
test/no_water/frame_00266.jpg: true 0, predicted 0
test/no_water/frame_00267.jpg: true 0, predicted 0
test/no_water/frame_00268.jpg: true 0, predicted 0
test/no_water/frame_00269.jpg: true 0, predicted 0
test/no_water/frame_00270.jpg: true 0, predicted 0
test/no_water/frame_00271.jpg: true 0, predicted 0
test/no_water/frame_00272.jpg: true 0, predicted 0
test/no_water/frame_00273.jpg: true 0, predicted 0
test/no_water/frame_00274.jpg: true 0, predicted 0
test/no_water/frame_00275.jpg: true 0, predicted 0
test/no_water/frame_00276.jpg: true 0, predicted 0
test/no_water/frame_00277.jpg: true 0, predicted 0
test/no_water/frame_00278.jpg: true 0, predicted 0
test/no_water/frame_00279.jpg: true 0, predicted 0
test/no_water/frame_00280.jpg: true 0, predicted 0
test/no_water/frame_00281.jpg: true 0, predicted 0
test/no_water/frame_00282.jpg: true 0, predicted 0
test/no_water/frame_00283.jpg: true 0, predicted 0
test/no_water/frame_00284.jpg: true 0, predicted 0
test/no_water/frame_00285.jpg: true 0, predicted 0
test/no_water/frame_00286.jpg: true 0, predicted 0
test/no_water/frame_00287.jpg: true 0, predicted 0
test/no_water/frame_00288.jpg: true 0, predicted 0
test/no_water/frame_00289.jpg: true 0, predicted 0
test/no_water/frame_00290.jpg: true 0, predicted 0
test/no_water/frame_00291.jpg: true 0, predicted 0
test/no_water/frame_00292.jpg: true 0, predicted 0
test/no_water/frame_00293.jpg: true 0, predicted 0
test/no_water/frame_00294.jpg: true 0, predicted 0
test/no_water/frame_00295.jpg: true 0, predicted 0
test/no_water/frame_00296.jpg: true 0, predicted 0
test/no_water/frame_00297.jpg: true 0, predicted 0
test/no_water/frame_00298.jpg: true 0, predicted 0
test/no_water/frame_00299.jpg: true 0, predicted 0
test/no_water/frame_00300.jpg: true 0, predicted 0
test/no_water/frame_00301.jpg: true 0, predicted 0
test/no_water/frame_00302.jpg: true 0, predicted 0
test/no_water/frame_00303.jpg: true 0, predicted 0
test/no_water/frame_00304.jpg: true 0, predicted 0
test/no_water/frame_00305.jpg: true 0, predicted 0
test/no_water/frame_00306.jpg: true 0, predicted 0
test/no_water/frame_00307.jpg: true 0, predicted 0
test/no_water/frame_00308.jpg: true 0, predicted 0
test/no_water/frame_00309.jpg: true 0, predicted 0
test/no_water/frame_00310.jpg: true 0, predicted 0
test/no_water/frame_00311.jpg: true 0, predicted 0
test/no_water/frame_00312.jpg: true 0, predicted 0
test/no_water/frame_00313.jpg: true 0, predicted 0
test/no_water/frame_00314.jpg: true 0, predicted 0
test/no_water/frame_00315.jpg: true 0, predicted 0
test/no_water/frame_00316.jpg: true 0, predicted 0
test/no_water/frame_00317.jpg: true 0, predicted 0
test/no_water/frame_00318.jpg: true 0, predicted 0
test/no_water/frame_00319.jpg: true 0, predicted 0
test/no_water/frame_00320.jpg: true 0, predicted 0
test/no_water/frame_00321.jpg: true 0, predicted 0
test/no_water/frame_00322.jpg: true 0, predicted 0
test/no_water/frame_00323.jpg: true 0, predicted 0
test/no_water/frame_00324.jpg: true 0, predicted 0
test/no_water/frame_00325.jpg: true 0, predicted 0
test/no_water/frame_00326.jpg: true 0, predicted 0
test/no_water/frame_00327.jpg: true 0, predicted 0
test/no_water/frame_00328.jpg: true 0, predicted 0
test/no_water/frame_00329.jpg: true 0, predicted 0
test/no_water/frame_00330.jpg: true 0, predicted 0
test/no_water/frame_00331.jpg: true 0, predicted 0
test/no_water/frame_00332.jpg: true 0, predicted 0
test/no_water/frame_00333.jpg: true 0, predicted 0
test/no_water/frame_00334.jpg: true 0, predicted 0
test/no_water/frame_00335.jpg: true 0, predicted 0
test/no_water/frame_00336.jpg: true 0, predicted 0
test/no_water/frame_00337.jpg: true 0, predicted 0
test/no_water/frame_00338.jpg: true 0, predicted 0
test/no_water/frame_00339.jpg: true 0, predicted 0
test/no_water/frame_00340.jpg: true 0, predicted 0
test/no_water/frame_00341.jpg: true 0, predicted 0
test/no_water/frame_00342.jpg: true 0, predicted 0
test/no_water/frame_00343.jpg: true 0, predicted 0
test/no_water/frame_00344.jpg: true 0, predicted 0
test/no_water/frame_00345.jpg: true 0, predicted 0
test/no_water/frame_00346.jpg: true 0, predicted 0
test/no_water/frame_00347.jpg: true 0, predicted 0
test/no_water/frame_00348.jpg: true 0, predicted 0
test/no_water/frame_00349.jpg: true 0, predicted 0
test/no_water/frame_00350.jpg: true 0, predicted 0
test/no_water/frame_00351.jpg: true 0, predicted 0
test/no_water/frame_00352.jpg: true 0, predicted 0
test/no_water/frame_00353.jpg: true 0, predicted 0
test/no_water/frame_00354.jpg: true 0, predicted 0
test/no_water/frame_00355.jpg: true 0, predicted 0
test/no_water/frame_00356.jpg: true 0, predicted 0
test/no_water/frame_00357.jpg: true 0, predicted 0
test/no_water/frame_00358.jpg: true 0, predicted 0
test/no_water/frame_00359.jpg: true 0, predicted 0
test/no_water/frame_00360.jpg: true 0, predicted 0
test/no_water/frame_00361.jpg: true 0, predicted 0
test/no_water/frame_00362.jpg: true 0, predicted 0
test/no_water/frame_00363.jpg: true 0, predicted 0
test/no_water/frame_00364.jpg: true 0, predicted 0
test/no_water/frame_00365.jpg: true 0, predicted 0
test/no_water/frame_00366.jpg: true 0, predicted 0
test/no_water/frame_00367.jpg: true 0, predicted 0
test/no_water/frame_00368.jpg: true 0, predicted 0
test/no_water/frame_00369.jpg: true 0, predicted 0
test/no_water/frame_00370.jpg: true 0, predicted 0
test/no_water/frame_00371.jpg: true 0, predicted 0
test/no_water/frame_00372.jpg: true 0, predicted 0
test/no_water/frame_00373.jpg: true 0, predicted 0
test/no_water/frame_00374.jpg: true 0, predicted 0
test/no_water/frame_00375.jpg: true 0, predicted 0
test/no_water/frame_00376.jpg: true 0, predicted 0
test/no_water/frame_00377.jpg: true 0, predicted 0
test/no_water/frame_00378.jpg: true 0, predicted 0
test/no_water/frame_00379.jpg: true 0, predicted 0
test/no_water/frame_00380.jpg: true 0, predicted 0
test/no_water/frame_00381.jpg: true 0, predicted 0
test/no_water/frame_00382.jpg: true 0, predicted 0
test/no_water/frame_00383.jpg: true 0, predicted 0
test/no_water/frame_00384.jpg: true 0, predicted 0
test/no_water/frame_00385.jpg: true 0, predicted 0
test/no_water/frame_00386.jpg: true 0, predicted 0
test/no_water/frame_00387.jpg: true 0, predicted 0
test/no_water/frame_00388.jpg: true 0, predicted 0
test/no_water/frame_00389.jpg: true 0, predicted 0
test/no_water/frame_00390.jpg: true 0, predicted 0
test/no_water/frame_00391.jpg: true 0, predicted 0
test/no_water/frame_00392.jpg: true 0, predicted 0
test/no_water/frame_00393.jpg: true 0, predicted 0
test/no_water/frame_00394.jpg: true 0, predicted 0
test/no_water/frame_00395.jpg: true 0, predicted 0
test/no_water/frame_00396.jpg: true 0, predicted 0
test/no_water/frame_00397.jpg: true 0, predicted 0
test/no_water/frame_00398.jpg: true 0, predicted 0
test/no_water/frame_00399.jpg: true 0, predicted 0
test/no_water/frame_00400.jpg: true 0, predicted 0
test/no_water/frame_00401.jpg: true 0, predicted 0
test/no_water/frame_00402.jpg: true 0, predicted 0
test/no_water/frame_00403.jpg: true 0, predicted 0
test/no_water/frame_00404.jpg: true 0, predicted 0
test/no_water/frame_00405.jpg: true 0, predicted 0
test/no_water/frame_00406.jpg: true 0, predicted 0
test/no_water/frame_00407.jpg: true 0, predicted 0
test/no_water/frame_00408.jpg: true 0, predicted 0
test/no_water/frame_00409.jpg: true 0, predicted 0
test/no_water/frame_00410.jpg: true 0, predicted 0
test/no_water/frame_00411.jpg: true 0, predicted 0
test/no_water/frame_00412.jpg: true 0, predicted 0
test/no_water/frame_00413.jpg: true 0, predicted 0
test/no_water/frame_00414.jpg: true 0, predicted 0
test/no_water/frame_00415.jpg: true 0, predicted 0
test/no_water/frame_00416.jpg: true 0, predicted 0
test/no_water/frame_00417.jpg: true 0, predicted 0
test/no_water/frame_00418.jpg: true 0, predicted 0
test/no_water/frame_00419.jpg: true 0, predicted 0
test/no_water/frame_00420.jpg: true 0, predicted 0
test/no_water/frame_00421.jpg: true 0, predicted 0
test/no_water/frame_00422.jpg: true 0, predicted 0
test/no_water/frame_00423.jpg: true 0, predicted 0
test/no_water/frame_00424.jpg: true 0, predicted 0
test/no_water/frame_00425.jpg: true 0, predicted 0
test/no_water/frame_00426.jpg: true 0, predicted 0
test/no_water/frame_00427.jpg: true 0, predicted 0
test/no_water/frame_00428.jpg: true 0, predicted 0
test/no_water/frame_00429.jpg: true 0, predicted 0
test/no_water/frame_00430.jpg: true 0, predicted 0
test/no_water/frame_00431.jpg: true 0, predicted 0
test/no_water/frame_00432.jpg: true 0, predicted 0
test/no_water/frame_00433.jpg: true 0, predicted 0
test/no_water/frame_00434.jpg: true 0, predicted 0
test/no_water/frame_00435.jpg: true 0, predicted 0
test/no_water/frame_00436.jpg: true 0, predicted 0
test/no_water/frame_00437.jpg: true 0, predicted 0
test/no_water/frame_00438.jpg: true 0, predicted 0
test/no_water/frame_00439.jpg: true 0, predicted 0
test/no_water/frame_00440.jpg: true 0, predicted 0
test/no_water/frame_00441.jpg: true 0, predicted 0
test/no_water/frame_00442.jpg: true 0, predicted 0
test/no_water/frame_00443.jpg: true 0, predicted 0
test/no_water/frame_00444.jpg: true 0, predicted 0
test/no_water/frame_00445.jpg: true 0, predicted 0
test/no_water/frame_00446.jpg: true 0, predicted 0
test/no_water/frame_00447.jpg: true 0, predicted 0
test/no_water/frame_00448.jpg: true 0, predicted 0
test/no_water/frame_00449.jpg: true 0, predicted 0
test/no_water/frame_00450.jpg: true 0, predicted 0
test/no_water/frame_00451.jpg: true 0, predicted 0
test/no_water/frame_00452.jpg: true 0, predicted 0
test/no_water/frame_00453.jpg: true 0, predicted 0
test/no_water/frame_00454.jpg: true 0, predicted 0
test/no_water/frame_00455.jpg: true 0, predicted 0
test/no_water/frame_00456.jpg: true 0, predicted 0
test/no_water/frame_00457.jpg: true 0, predicted 0
test/no_water/frame_00458.jpg: true 0, predicted 0
test/no_water/frame_00459.jpg: true 0, predicted 0
test/no_water/frame_00460.jpg: true 0, predicted 0
test/no_water/frame_00461.jpg: true 0, predicted 0
test/no_water/frame_00462.jpg: true 0, predicted 0
test/no_water/frame_00463.jpg: true 0, predicted 0
test/no_water/frame_00464.jpg: true 0, predicted 0
test/no_water/frame_00465.jpg: true 0, predicted 0
test/no_water/frame_00466.jpg: true 0, predicted 0
test/no_water/frame_00467.jpg: true 0, predicted 0
test/no_water/frame_00468.jpg: true 0, predicted 0
test/no_water/frame_00469.jpg: true 0, predicted 0
test/no_water/frame_00470.jpg: true 0, predicted 0
test/no_water/frame_00471.jpg: true 0, predicted 0
test/no_water/frame_00472.jpg: true 0, predicted 0
test/no_water/frame_00473.jpg: true 0, predicted 0
test/no_water/frame_00474.jpg: true 0, predicted 0
test/no_water/frame_00475.jpg: true 0, predicted 0
test/no_water/frame_00476.jpg: true 0, predicted 0
test/no_water/frame_00477.jpg: true 0, predicted 0
test/no_water/frame_00478.jpg: true 0, predicted 0
test/no_water/frame_00479.jpg: true 0, predicted 0
test/no_water/frame_00480.jpg: true 0, predicted 0
test/no_water/frame_00481.jpg: true 0, predicted 0
test/no_water/frame_00482.jpg: true 0, predicted 0
test/no_water/frame_00483.jpg: true 0, predicted 0
test/no_water/frame_00484.jpg: true 0, predicted 0
test/no_water/frame_00485.jpg: true 0, predicted 0
test/no_water/frame_00486.jpg: true 0, predicted 0
test/no_water/frame_00487.jpg: true 0, predicted 0
test/no_water/frame_00488.jpg: true 0, predicted 0
test/no_water/frame_00489.jpg: true 0, predicted 0
test/no_water/frame_00490.jpg: true 0, predicted 0
test/no_water/frame_00491.jpg: true 0, predicted 0
test/no_water/frame_00492.jpg: true 0, predicted 0
test/no_water/frame_00493.jpg: true 0, predicted 0
test/no_water/frame_00494.jpg: true 0, predicted 0
test/no_water/frame_00495.jpg: true 0, predicted 0
test/no_water/frame_00496.jpg: true 0, predicted 0
test/no_water/frame_00497.jpg: true 0, predicted 0
test/no_water/frame_00498.jpg: true 0, predicted 0
test/no_water/frame_00499.jpg: true 0, predicted 0
test/no_water/frame_00500.jpg: true 0, predicted 0
test/no_water/frame_00501.jpg: true 0, predicted 0
test/no_water/frame_00502.jpg: true 0, predicted 0
test/no_water/frame_00503.jpg: true 0, predicted 0
test/no_water/frame_00504.jpg: true 0, predicted 0
test/no_water/frame_00505.jpg: true 0, predicted 0
test/no_water/frame_00506.jpg: true 0, predicted 0
test/no_water/frame_00507.jpg: true 0, predicted 0
test/no_water/frame_00508.jpg: true 0, predicted 0
test/no_water/frame_00509.jpg: true 0, predicted 0
test/no_water/frame_00510.jpg: true 0, predicted 0
test/no_water/frame_00511.jpg: true 0, predicted 0
test/no_water/frame_00512.jpg: true 0, predicted 0
test/no_water/frame_00513.jpg: true 0, predicted 0
test/no_water/frame_00514.jpg: true 0, predicted 0
test/no_water/frame_00515.jpg: true 0, predicted 0
test/no_water/frame_00516.jpg: true 0, predicted 0
test/no_water/frame_00517.jpg: true 0, predicted 0
test/no_water/frame_00518.jpg: true 0, predicted 0
test/no_water/frame_00519.jpg: true 0, predicted 0
test/no_water/frame_00520.jpg: true 0, predicted 0
test/no_water/frame_00521.jpg: true 0, predicted 0
test/no_water/frame_00522.jpg: true 0, predicted 0
test/no_water/frame_00523.jpg: true 0, predicted 0
test/no_water/frame_00524.jpg: true 0, predicted 0
test/no_water/frame_00525.jpg: true 0, predicted 0
test/no_water/frame_00526.jpg: true 0, predicted 0
test/no_water/frame_00527.jpg: true 0, predicted 0
test/no_water/frame_00528.jpg: true 0, predicted 0
test/no_water/frame_00530.jpg: true 0, predicted 0
test/no_water/frame_00531.jpg: true 0, predicted 0
test/no_water/frame_00532.jpg: true 0, predicted 0
test/no_water/frame_00533.jpg: true 0, predicted 0
test/no_water/frame_00534.jpg: true 0, predicted 0
test/no_water/frame_00535.jpg: true 0, predicted 0
test/no_water/frame_00536.jpg: true 0, predicted 0
test/no_water/frame_00537.jpg: true 0, predicted 0
test/no_water/frame_00538.jpg: true 0, predicted 0
test/no_water/frame_00539.jpg: true 0, predicted 0
test/no_water/frame_00540.jpg: true 0, predicted 0
test/no_water/frame_00541.jpg: true 0, predicted 0
test/no_water/frame_00542.jpg: true 0, predicted 0
test/no_water/frame_00543.jpg: true 0, predicted 0
test/no_water/frame_00544.jpg: true 0, predicted 0
test/no_water/frame_00545.jpg: true 0, predicted 0
test/no_water/frame_00546.jpg: true 0, predicted 0
test/no_water/frame_00547.jpg: true 0, predicted 0
test/no_water/frame_00548.jpg: true 0, predicted 0
test/no_water/frame_00549.jpg: true 0, predicted 0
test/no_water/frame_00550.jpg: true 0, predicted 0
test/no_water/frame_00551.jpg: true 0, predicted 0
test/no_water/frame_00552.jpg: true 0, predicted 0
test/no_water/frame_00553.jpg: true 0, predicted 0
test/no_water/frame_00554.jpg: true 0, predicted 0
test/no_water/frame_00555.jpg: true 0, predicted 0
test/no_water/frame_00556.jpg: true 0, predicted 0
test/no_water/frame_00557.jpg: true 0, predicted 0
test/no_water/frame_00558.jpg: true 0, predicted 0
test/no_water/frame_00559.jpg: true 0, predicted 0
test/no_water/frame_00560.jpg: true 0, predicted 0
test/no_water/frame_00561.jpg: true 0, predicted 0
test/no_water/frame_00562.jpg: true 0, predicted 0
test/no_water/frame_00563.jpg: true 0, predicted 0
test/no_water/frame_00564.jpg: true 0, predicted 0
test/no_water/frame_00565.jpg: true 0, predicted 0
test/no_water/frame_00566.jpg: true 0, predicted 0
test/no_water/frame_00567.jpg: true 0, predicted 0
test/no_water/frame_00568.jpg: true 0, predicted 0
test/no_water/frame_00569.jpg: true 0, predicted 0
test/no_water/frame_00570.jpg: true 0, predicted 0
test/no_water/frame_00571.jpg: true 0, predicted 0
test/no_water/frame_00572.jpg: true 0, predicted 0
test/no_water/frame_00573.jpg: true 0, predicted 0
test/no_water/frame_00574.jpg: true 0, predicted 0
test/no_water/frame_00575.jpg: true 0, predicted 0
test/no_water/frame_00576.jpg: true 0, predicted 0
test/no_water/frame_00577.jpg: true 0, predicted 0
test/no_water/frame_00578.jpg: true 0, predicted 0
test/no_water/frame_00579.jpg: true 0, predicted 0
test/no_water/frame_00580.jpg: true 0, predicted 0
test/no_water/frame_00581.jpg: true 0, predicted 1
test/no_water/frame_00582.jpg: true 0, predicted 1
test/no_water/frame_00583.jpg: true 0, predicted 1
test/no_water/frame_00584.jpg: true 0, predicted 1
test/no_water/frame_00585.jpg: true 0, predicted 1
test/no_water/frame_00586.jpg: true 0, predicted 1
test/no_water/frame_00587.jpg: true 0, predicted 1
test/no_water/frame_00588.jpg: true 0, predicted 1
test/no_water/frame_00589.jpg: true 0, predicted 1
test/no_water/frame_00590.jpg: true 0, predicted 1
test/no_water/frame_00591.jpg: true 0, predicted 1
test/no_water/frame_00592.jpg: true 0, predicted 1
test/no_water/frame_00593.jpg: true 0, predicted 1
test/no_water/frame_00594.jpg: true 0, predicted 1
test/no_water/frame_00595.jpg: true 0, predicted 1
test/no_water/frame_00596.jpg: true 0, predicted 1
test/no_water/frame_00597.jpg: true 0, predicted 1
test/no_water/frame_00598.jpg: true 0, predicted 1
test/no_water/frame_00599.jpg: true 0, predicted 1
test/no_water/frame_00600.jpg: true 0, predicted 1
test/no_water/frame_00601.jpg: true 0, predicted 1
test/no_water/frame_00602.jpg: true 0, predicted 1
test/no_water/frame_00603.jpg: true 0, predicted 1
test/no_water/frame_00604.jpg: true 0, predicted 1
test/no_water/frame_00605.jpg: true 0, predicted 1
test/no_water/frame_00606.jpg: true 0, predicted 1
